Ticker,Sector,ROIC,Volatility,Dividend_Yield,Price_CAGR,TotalRevenue,EV_EBITDA,Cluster
BIIB,Health Care,0.0880510029374127,0.2692653456632226,0.0,-0.1583279373199495,9675900000.0,9.738781766389822,0
BA,Industrials,-0.2518991944003594,0.3346631818076642,0.0,0.0391703716254516,66517000000.0,-25.066817430775263,0
BSX,Health Care,0.0643856430376561,0.204178346299427,0.0,0.281529272084007,16747000000.0,39.80381477178423,0
BMY,Health Care,-0.1124691811362325,0.2593529505454606,4.73,-0.0594970236524136,48300000000.0,45.18740816161616,0
AVGO,Information Technology,0.0685237407452569,0.4743376818729016,0.79,0.8480220189416647,51574000000.0,6.90814868964362,0
BR,Industrials,0.1705806367924515,0.2001354731560136,1.72,0.2147355588125674,6889100000.0,19.4770223472204,0
BF-B,Consumer Staples,0.1539436494031226,0.2995809429981982,3.15,-0.2240515700706403,3975000000.0,12.167616496124031,0
BLDR,Industrials,0.1462147681516627,0.4365149016841237,0.0,0.1727950908850568,16400492000.0,7.632432787651274,0
BG,Consumer Staples,0.1133414095412113,0.2869174460195681,3.05,0.0137751498405793,53108000000.0,13.752771507917174,0
CHRW,Industrials,0.1621744416173112,0.3174727093193097,1.53,0.2403082137592029,17724956000.0,27.223975289083533,0
CDNS,Information Technology,0.2411794709024058,0.3412340903190539,0.0,0.2524770594824397,4641264000.0,51.18667499383562,0
CPB,Consumer Staples,0.0785755859977359,0.236603318432785,5.43,-0.1754345175083386,10253000000.0,9.96474359873016,0
CAH,Health Care,0.9239098597737342,0.2337064603323419,1.03,0.3876805385576893,222578000000.0,16.707074967160334,0
CCL,Consumer Discretionary,0.0994095021398775,0.467653979402969,0.0,0.5212718033709156,25021000000.0,10.16727708880681,0
CARR,Industrials,0.0750328630269038,0.3093699032153907,1.8,0.1021225310935685,22486000000.0,13.718198696035245,0
CAT,Industrials,0.2186851041169125,0.2901342814553908,1.07,0.3703610806242821,64809000000.0,18.68679888464896,0
CDW,Information Technology,0.1579959182540343,0.2808838252439094,1.76,-0.0590315972153808,20998700000.0,12.603266686058593,0
COR,Health Care,0.3863192475739591,0.1892796754197707,0.7,0.2805914082520493,321332819000.0,19.02690425770151,0
CNC,Health Care,0.1207576981790078,0.4076752562039315,0.0,-0.2168633325484853,163071000000.0,2.8597317367741937,0
CNP,Utilities,0.0544975601059932,0.189169929338621,2.41,0.1140805869724796,8643000000.0,13.357399777714122,0
CF,Materials,0.2408216753977175,0.307981176804902,2.55,-0.032709384403609,5936000000.0,5.87942499646143,0
CRL,Health Care,0.0219735595256198,0.4298534191891607,0.0,-0.0363986876001201,4049989000.0,20.66610893360154,0
CHTR,Communication Services,0.0895710535602219,0.3735556598314629,0.0,-0.1234768223345686,55085000000.0,5.981920950850308,0
CVX,Energy,0.1066116415529917,0.2241696242061321,4.63,-0.0046558671738208,193414000000.0,7.533840524807155,0
CMG,Consumer Discretionary,0.2034194639809484,0.3203494015154511,0.0,0.1000581830051194,11313853000.0,22.97903578169036,0
CHD,Consumer Staples,0.117619200614398,0.1947837243293061,1.39,0.0335273996646525,6107100000.0,20.65624181951577,0
CTAS,Industrials,0.2675917172212194,0.212011705603807,0.95,0.2079316997283546,10340181000.0,27.614925739632863,0
CSCO,Information Technology,0.1748155513976207,0.2079658657779765,2.13,0.2110643337315156,56654000000.0,20.50681844375645,0
CLX,Consumer Staples,0.2937591648393042,0.2287312028300474,4.99,-0.0875727080555287,7104000000.0,10.97157369530686,0
CMS,Utilities,0.0625294646757281,0.179259892692663,3.07,0.0810902060853135,7515000000.0,13.023125965483556,0
KO,Consumer Staples,0.2048950273517385,0.147772855716717,2.9,0.0703887098045936,47061000000.0,21.3100577535563,0
CTSH,Information Technology,0.1659145615274308,0.2354679506066025,1.48,0.1704800063425877,19736000000.0,11.104264113186192,0
CL,Consumer Staples,0.4292150731990013,0.177935505261186,2.68,0.0230230591278115,20101000000.0,14.420858856789614,0
CMCSA,Communication Services,0.1093547990841932,0.2513051763447946,4.36,-0.0066592094466755,123731000000.0,5.333661797123029,0
CAG,Consumer Staples,0.0927433663465256,0.2200893781564039,7.87,-0.183861883266072,11612800000.0,8.189031045991046,0
COP,Energy,0.1196727345602973,0.2896652754939824,3.64,-0.0251819268788445,54745000000.0,5.371393949477993,0
ED,Utilities,0.0584043294425359,0.1815439483282037,3.4,0.0538313839359712,15256000000.0,11.42042908029197,0
STZ,Consumer Staples,0.0104166446527256,0.2464713678324373,2.98,-0.1443530995750751,10208700000.0,44.81773584398812,0
CEG,Utilities,0.2242550307584004,0.4967939735543163,0.43,0.6188239163635028,23568000000.0,16.81211212519562,0
COO,Health Care,0.0414796764719084,0.2880379081484773,0.0,0.0142257216882817,4092400000.0,18.0415243452438,0
CPRT,Industrials,0.2128835066104834,0.2301283752162504,0.0,0.0919456219223677,4646958000.0,17.153892623549357,0
GLW,Information Technology,0.0488898251320099,0.2910048828432272,1.29,0.4401006658975688,13118000000.0,33.10331973033708,0
CTVA,Materials,0.0436461566581648,0.2714515923190628,1.08,0.0592605585693413,16908000000.0,17.285563296526508,0
COST,Consumer Staples,0.3544310314448623,0.1989978747589069,0.61,0.2500693166873455,275235000000.0,27.73693804567846,0
CTRA,Energy,0.081912397916857,0.2798440085252013,3.46,0.0542809050812664,5458000000.0,7.070384444981862,0
CSX,Industrials,0.1342960201144191,0.2195157310094908,1.42,0.0707356164421817,14540000000.0,12.401203090986517,0
CMI,Industrials,0.2700943053857,0.2678336192521547,1.6,0.3150237358397254,34102000000.0,11.868464388766172,0
CVS,Health Care,0.0453151673723645,0.3130882372232992,3.42,-0.0282903258113748,372809000000.0,12.365989896519013,0
DHR,Health Care,0.0639566357963339,0.2687079586539481,0.57,-0.0024857403490954,23875000000.0,24.06631708851017,0
DRI,Consumer Discretionary,0.1456477311212788,0.2374377378460774,3.11,0.1548506732158194,12076700000.0,16.168345099372942,0
DDOG,Information Technology,0.0574439295406116,0.4948054638143118,0.0,0.2215428774233405,2684275000.0,171.59158231337025,1
DVA,Health Care,0.1435294804889545,0.3232327892414059,0.0,0.1723368557274736,12815550000.0,8.130969386234632,0
DAY,Industrials,0.0146647913736521,0.3799824439019235,0.0,0.0314946301868752,1760000000.0,40.57264711111111,0
DECK,Consumer Discretionary,1.0755149243639013,0.4305516536705309,0.0,0.1811736220337356,4985612000.0,10.3333350242769,0
DELL,Information Technology,0.3011406353418044,0.4980595617551552,1.71,0.4995966221413888,95567000000.0,10.843929453103808,0
DAL,Industrials,0.114627704589584,0.3894451198238644,1.07,0.3000532891920071,61643000000.0,8.056194166203587,0
DVN,Energy,0.1426429101966541,0.3461522760547122,2.69,-0.120760793072393,15940000000.0,4.046709576547231,0
DXCM,Health Care,0.1448716140863581,0.4702276157167335,0.0,-0.1631637762666791,4033000000.0,26.392589210108916,0
FANG,Energy,0.0773576020597584,0.3249070449127823,2.72,0.0768417737473492,11023000000.0,8.480071213509621,0
DG,Consumer Staples,0.0559481061429387,0.395997176394135,1.73,-0.1580547347847881,40612308000.0,16.886602323275536,0
DLTR,Consumer Staples,0.1064775567602819,0.3854889018321595,0.0,-0.0309981994928996,17578500000.0,16.005237724479684,0
D,Utilities,0.0508733160090346,0.2293963152711873,4.44,0.0564761065494641,14459000000.0,15.553546380441263,0
DPZ,Consumer Discretionary,0.7080322194010392,0.2819169400152515,1.61,0.0815341953958028,4706416000.0,20.580761200099023,0
DASH,Consumer Discretionary,-0.0065972222222222,0.415095873073237,0.0,0.6529721597362037,10722000000.0,188.4546731319312,1
DOV,Industrials,0.1820731302278367,0.2403993278091402,1.06,0.1545522561239978,7745909000.0,12.762563075323817,0
DOW,Materials,0.0551570167017158,0.3318666627042476,6.08,-0.1772413063572224,42964000000.0,6.102936924410933,0
DHI,Consumer Discretionary,0.1240901138413309,0.3338511359127608,1.19,0.2104893554337359,34250400000.0,10.573321446911944,0
DTE,Utilities,0.0664738228892198,0.1835134294622487,3.41,0.0780081293616654,12457000000.0,12.89045762842339,0
DUK,Utilities,0.0563054651027521,0.1714662296393394,3.62,0.0975220330345942,30357000000.0,12.1698389896646,0
DD,Materials,0.0354672857708336,0.2879071666834844,3.53,0.1510764292404631,12386000000.0,8.984262697674419,0
ETN,Industrials,0.1407412997825744,0.3100539458063237,1.32,0.2877627777302962,24878000000.0,23.759832075485136,0
EBAY,Consumer Discretionary,0.2083710069178983,0.3063871451018707,1.39,0.2911380501054579,10283000000.0,14.529647312128626,0
ECL,Materials,0.1529511352555345,0.2019625956322905,1.11,0.2449482519885515,15741400000.0,21.00910366684863,0
EIX,Utilities,0.0638900830939113,0.2603666644011456,5.83,0.0226534858651701,17599000000.0,10.366604396170146,0
EW,Health Care,0.184740325687509,0.3207481433224123,0.0,0.0494255521550952,5439500000.0,26.77090070686553,0
EA,Communication Services,0.1873100560104615,0.2444312260640435,0.37,0.1982549547154461,7463000000.0,25.652594749876176,0
EME,Industrials,0.5186932538085987,0.3544700444458658,0.16,0.6186079593670419,14566116000.0,17.963692886580176,0
EMR,Industrials,0.0779516976649661,0.2654482215244988,1.69,0.1392692067772756,18016000000.0,17.806133908658815,0
ETR,Utilities,0.0441881847541124,0.2219301219772851,2.78,0.2221500986679896,11879653000.0,13.982853898260194,0
EOG,Energy,0.2382537430086856,0.2726258487329343,3.98,-0.0299582278691477,23378000000.0,4.835769345314506,0
EPAM,Information Technology,0.1690035366141579,0.4258983813534809,0.0,-0.1432350128938787,4727940000.0,15.413391646121411,0
EQT,Energy,0.0221402736046354,0.3651333038980613,1.23,0.160573301487414,5222192000.0,15.676787726945074,0
EFX,Industrials,0.0808261963800347,0.3119046700058998,0.91,0.0547509892240543,5681100000.0,18.379185601674223,0
EL,Consumer Staples,-0.0656036884064931,0.4463036959158922,1.3,-0.2165578659025846,14326000000.0,315.75536569863016,1
EVRG,Utilities,0.0592644672200537,0.1799516472458227,3.79,0.1060850127717698,5847300000.0,11.965057007874016,0
ES,Utilities,0.0351499301232431,0.2488931062804711,4.43,-0.0212693855237769,11900809000.0,13.369737291600057,0
EXC,Utilities,0.0577143993479309,0.1939383754144396,3.61,0.0586490143497018,23028000000.0,11.39225114617737,0
EXE,Energy,-0.0262459842254424,0.2913326171171291,2.96,0.0764912730784439,4221000000.0,29.587822145383104,0
EXPE,Consumer Discretionary,0.3634490352087766,0.4267160600600924,0.56,0.5026744463501975,13691000000.0,13.92614731454684,0
EXPD,Industrials,0.4696848732493638,0.2422160091095172,1.02,0.1316957396743936,10600515000.0,17.753840217776823,0
XOM,Energy,0.1266973616565392,0.2279818184961614,3.54,0.071305877133587,339247000000.0,7.193361107173549,0
FFIV,Information Technology,0.2701323559668655,0.2694772244242086,0.0,0.2237677745470276,3088072000.0,15.805173616705437,0
FICO,Information Technology,0.6364300156441112,0.3590723642362345,0.0,0.4455813041582399,1990869000.0,47.01345423120836,0
FAST,Industrials,0.300623914117792,0.2306666399863495,2.08,0.2425533965742032,7546000000.0,28.883980354861603,0
FSLR,Information Technology,0.1876684730632498,0.5639541236177498,0.0,0.1872051436480326,4206289000.0,14.418636485354035,0
FE,Utilities,0.0518210958438472,0.1870838390401393,3.99,0.0728487280253173,13472000000.0,12.97280967097246,0
F,Consumer Discretionary,0.0373146465520928,0.3510698441638097,4.5,0.1316315854340739,184992000000.0,12.981843295307671,0
FTV,Industrials,0.0727545119477764,0.2349599090112859,0.44,0.0494764128512896,6231800000.0,12.208202604573009,0
FOXA,Communication Services,0.184348390531115,0.2484308430315807,0.79,0.3615913480327217,16300000000.0,9.06816302624058,0
FOX,Communication Services,0.184348390531115,0.2464958025578806,0.88,0.339805389079316,16300000000.0,8.16274589763575,0
FCX,Materials,0.1960367229491055,0.4007268876641062,1.25,0.1024242017925454,25455000000.0,9.031561883595648,0
GRMN,Consumer Discretionary,0.2247722143090156,0.3090487350556311,1.78,0.3364648957665743,6296903000.0,20.605762255677163,0
IT,Information Technology,0.5899052316170819,0.3115948244188821,0.0,-0.0974695280779402,6267411000.0,11.278670865647529,0
GE,Industrials,0.3008289620302503,0.2858296627682867,0.48,0.8506187568654182,38702000000.0,33.42674390684372,0
GEHC,Health Care,0.1639753962516266,0.3204231972448966,0.17,0.1368637007387467,19672000000.0,12.15374818112384,0
GEV,Industrials,0.1233014935438283,0.5454137566568975,0.2,1.506012521715049,34935000000.0,102.31798027997566,1
GEN,Information Technology,0.1048423247233445,0.2940469807327389,1.81,0.1105028166249091,3935000000.0,12.417012880552813,0
GNRC,Industrials,0.1047599082900553,0.4667221911499525,0.0,0.143642982058761,4295834000.0,13.761169023384342,0
GD,Industrials,0.1323814374556342,0.1908068092889196,1.78,0.1380193486873511,47716000000.0,16.9001565354872,0
GIS,Consumer Staples,0.1118449781346626,0.2023258336443351,5.01,-0.1459091701621516,19486600000.0,9.955792230039767,0
GM,Consumer Discretionary,0.0376965732247466,0.3443395332086404,0.74,0.3337559904922798,187442000000.0,8.712391207869818,0
GPC,Consumer Discretionary,0.1019271280870466,0.2728701200467222,3.27,-0.0796593448137724,23486569000.0,13.983901131205702,0
GILD,Health Care,0.0321008663490723,0.2447224862759277,2.6,0.1586347809960506,28754000000.0,37.67982638881372,0
GDDY,Information Technology,0.2640802790325347,0.2751291498635226,0.0,0.2018296273499928,4573200000.0,18.892148275731824,0
HAL,Energy,0.1738079299198592,0.3634706604883954,2.48,-0.0660904720406938,22944000000.0,6.234529941633424,0
HAS,Consumer Discretionary,0.1368936894894603,0.336468823519475,3.41,0.1901644579618295,4135500000.0,16.200960436115842,0
HCA,Health Care,0.2025921052648604,0.2466685262538302,0.62,0.2617250773445032,70603000000.0,11.147103649971214,0
HSIC,Health Care,0.078702791101766,0.2588490747674632,0.0,-0.0154780319000784,12673000000.0,15.253470315789473,0
HSY,Consumer Staples,0.2521083809698357,0.2338714092231083,2.91,-0.0460540754808893,11202263000.0,13.769403304905287,0
HPE,Information Technology,0.0731260574215952,0.3791405246800178,2.38,0.1873926864670358,30127000000.0,10.08680004428628,0
HLT,Consumer Discretionary,0.2910585638557704,0.2260247340085897,0.21,0.3087860040482322,11174000000.0,31.304895026421136,0
HOLX,Health Care,0.115996860716613,0.2267590350913827,0.0,0.0073964887281225,4100500000.0,15.595499484564249,0
HD,Consumer Discretionary,0.2464186640528631,0.2171132593553052,2.59,0.0650867816554159,159514000000.0,16.38789287131199,0
HON,Industrials,0.1634168617317451,0.2059338654325863,2.31,0.0230715518531694,38498000000.0,15.782035976262364,0
HRL,Consumer Staples,0.0529308503651067,0.2478442479436859,4.88,-0.1640264571906498,12106160000.0,15.455765614867095,0
HWM,Industrials,0.1751770086590545,0.3078587517272889,0.22,0.7494486846636754,7430000000.0,44.70810239305103,0
HPQ,Information Technology,0.4462584111099577,0.3204424685454833,5.12,-0.0040027825190099,55295000000.0,6.938569076588548,0
HUBB,Industrials,0.1805223356820169,0.2987357400194675,1.31,0.2427314915930023,5628500000.0,19.04468381660471,0
HII,Industrials,0.0871544553447754,0.3194889184018311,1.71,0.1460877632023525,11535000000.0,14.355699488721804,0
IBM,Information Technology,0.1046463013545905,0.238294804994538,2.24,0.3430128407416237,62753000000.0,27.319332331143237,0
IEX,Industrials,0.104593598213202,0.2389383352653382,1.6,-0.0658273705098513,3268800000.0,17.012305143123108,0
IDXX,Health Care,0.3979219927929946,0.3493899481202701,0.0,0.2024084407298378,3897504000.0,44.50858058242039,0
ITW,Industrials,0.3552772056034034,0.1978561177552938,2.56,0.0744179603558523,15898000000.0,15.838323292735462,0
INCY,Health Care,0.1061062704100107,0.2970393437141553,0.0,0.0651256468014611,4241217000.0,39.72875539374458,0
IR,Industrials,0.0768753061824666,0.2797832956457463,0.1,0.1576586328909199,7235000000.0,19.08159467833698,0
PODD,Health Care,0.2077804035629885,0.3860883709967208,0.0,-0.0016059935502437,2071600000.0,49.377860033042246,0
INTC,Information Technology,-0.0721538374269669,0.5240735451846247,0.0,0.1203662077436753,53101000000.0,165.44273109226933,1
IFF,Materials,0.0225212699405692,0.3124059220592946,2.45,-0.1125738209135132,11484000000.0,14.300540635794745,0
IP,Materials,0.0448817672682016,0.3275739191709936,4.79,0.0824503647983918,18619000000.0,15.958171613177472,0
IQV,Health Care,0.1035131561993221,0.3173859489608883,0.0,0.0366310579664588,15405000000.0,14.854085282363162,0
JBHT,Industrials,0.1157493146079189,0.3209180838608515,0.9,0.0409781121750223,12087204000.0,12.845250414927513,0
JBL,Information Technology,0.2597666060844072,0.3807805170935258,0.15,0.4766839362961592,29802000000.0,14.607285277291302,0
J,Industrials,0.0813039477405509,0.2354899351519706,0.96,0.1165136525489825,12029783000.0,19.69812197777181,0
JNJ,Health Care,0.1749891497837592,0.1719660516526837,2.5,0.0919016932521441,88821000000.0,21.35156982526936,0
JCI,Industrials,0.0857301006695269,0.2755103996327876,1.36,0.2526325698958729,23596000000.0,27.047733274093435,0
KVUE,Consumer Staples,0.0775960875881071,0.2989539312469542,4.85,-0.1265589253133207,15455000000.0,16.503330022690438,0
KDP,Consumer Staples,0.0486346738109473,0.2099745679291636,3.27,-0.0571815972754971,15351000000.0,16.644052399763453,0
KEYS,Information Technology,0.1394196380173816,0.3140309767720004,0.0,0.0522131608517395,5375000000.0,24.115912715268227,0
KMB,Consumer Staples,0.3489627742768704,0.1960206005886984,4.97,-0.0573733133076336,20058000000.0,10.192797152337858,0
KMI,Energy,0.0563497251695791,0.2069756052631881,4.44,0.2115308425042763,15100000000.0,13.73333116770555,0
KLAC,Information Technology,0.4971245614197189,0.4053054843641035,0.62,0.4891168031521524,12156162000.0,30.33631430175284,0
KHC,Consumer Staples,0.0261075014766686,0.2095485022081533,6.46,-0.1055575196130884,25846000000.0,17.482501655375554,0
KR,Consumer Staples,0.103093871060379,0.2273183424759418,2.23,0.1484056483348668,147123000000.0,8.92643890590237,0
LHX,Industrials,0.0690885904084451,0.2141963702549381,1.7,0.1365616033104022,21325000000.0,18.08103916877281,0
LH,Health Care,0.0658604846462443,0.2175292034243782,1.14,0.1001279260699923,13008900000.0,14.84822387456523,0
LRCX,Information Technology,0.6936712183524332,0.4321272911808909,0.63,0.5733739892110101,18435591000.0,31.376866536688,0
LW,Consumer Staples,0.0805354704770988,0.3859093003622872,2.49,-0.104152855131638,6451300000.0,11.337667663621108,0
LVS,Consumer Discretionary,0.18495679805882,0.3350939818469665,1.49,0.1485624506781557,11298000000.0,14.312835125030826,0
LDOS,Industrials,0.1596245622539637,0.2585654119021603,0.95,0.2171309897070032,16662000000.0,12.943486431668235,0
LEN,Consumer Discretionary,0.1366995147565219,0.3152172487977731,1.85,0.0908827622407895,35441452000.0,4.791057775640363,0
LII,Industrials,0.4380653371064869,0.3100799555105872,1.05,0.2790819187300182,5341300000.0,16.44943115975287,0
LLY,Health Care,0.2522424406391556,0.335281712229572,0.59,0.448371798995032,45042700000.0,64.29343871391421,1
LIN,Materials,0.1242631429319469,0.1801760153098777,1.43,0.1008004923632446,33005000000.0,17.025002939233406,0
LYV,Communication Services,0.4534427429583159,0.3014617181635053,0.0,0.2675281202946404,23155625000.0,22.50172871679534,0
LKQ,Consumer Discretionary,0.0765746317233937,0.2874719716228001,4.04,-0.151354056626587,14355000000.0,7.898641003690037,0
LMT,Industrials,0.2580746855220148,0.2086483322781109,2.94,0.0193166181372055,71043000000.0,14.464929905842316,0
LOW,Consumer Discretionary,0.3409539724539287,0.2323703097026064,1.94,0.090030650263132,83674000000.0,14.531498565055172,0
LULU,Consumer Discretionary,0.4507824489619142,0.4108149514312961,0.0,-0.1216246212114621,10588126000.0,8.793591731784307,0
LYB,Materials,0.0805081793763,0.2963644602903976,12.73,-0.1312897370386126,40302000000.0,7.073724414864115,0
MPC,Energy,0.1427385370918766,0.3159743735241653,2.38,0.1741770988926139,138864000000.0,8.382879317864553,0
MAR,Consumer Discretionary,0.2445660708323102,0.2512626671233277,0.87,0.2799919869430938,25100000000.0,22.716389562010143,0
MLM,Materials,0.1457420927915319,0.2394802954194931,0.53,0.2338766354036614,6536000000.0,13.08702677052127,0
MAS,Industrials,0.4124031007751937,0.2783678738428531,1.9,0.1363063898091652,7828000000.0,11.619192919148936,0
MTCH,Communication Services,0.2400062425133231,0.3839632008896444,2.33,-0.0616772046385071,3479373000.0,11.326626283855212,0
MKC,Consumer Staples,0.0916229758157829,0.2344681301444781,2.8,-0.0404798577512474,6723700000.0,17.21777323509305,0
MCD,Consumer Discretionary,0.2001663578763726,0.1682609440717778,2.33,0.0886333511888706,25920000000.0,20.15092686664755,0
MDT,Health Care,0.0713080791936935,0.2038112092511486,2.88,0.1219695391797233,33537000000.0,15.971984524191798,0
MRK,Health Care,0.259686208743074,0.2383946471961457,3.38,0.0027144317808611,64168000000.0,10.625217757721932,0
META,Communication Services,0.3354009760683846,0.3829828744889274,0.32,0.8055251660842158,164501000000.0,19.35375181546112,0
MTD,Health Care,0.5062524798952399,0.3129298821954918,0.0,-0.0020441291320726,3872361000.0,24.740649201060663,0
MGM,Consumer Discretionary,0.0461545005112044,0.3659969749869255,0.0,0.0243771477649443,17240545000.0,16.731152319653155,0
MCHP,Information Technology,0.0145480969204941,0.4494471160273946,2.84,-0.0121557940409779,4401600000.0,38.25156133794695,0
MU,Information Technology,0.1496875243225643,0.5116051539010263,0.19,0.7003068654856799,37378000000.0,15.242426207001028,0
MSFT,Information Technology,0.2776607583504746,0.2330868480216384,0.75,0.2738112554541145,281724000000.0,22.573502745693503,0
MRNA,Health Care,-0.3638829412125898,0.58465625838174,0.0,-0.4550710007710914,3199000000.0,-2.451835851502652,0
MHK,Consumer Discretionary,0.0585166851393742,0.3764309144286007,0.0,0.0471068737704083,10836900000.0,6.449670300120048,0
MOH,Health Care,0.4290491795729788,0.4058068964729308,0.0,-0.2122797340281632,40650000000.0,1.990918085578447,0
TAP,Consumer Staples,0.075096083473344,0.2420354915466075,3.94,0.0048896573107204,11627000000.0,5.994914274488233,0
MDLZ,Consumer Staples,0.1178715777161642,0.1908705710847393,3.65,-0.0344256965539941,36441000000.0,11.312580559534137,0
MPWR,Information Technology,0.2186357509855386,0.5386576623149294,0.67,0.3856766773759963,2207100000.0,75.16302416861761,1
MNST,Consumer Staples,0.3051382858531325,0.2261483604815445,0.0,0.1462760725123495,7492709000.0,35.41354688650081,0
